uid,distance
01001,1123.57172443
01003,1353.78848468
01005,1168.12268843
01007,1086.7105941
01009,968.697514448
01011,1148.78191984
01013,1208.41709097
01015,970.566196756
01017,1053.66836569
01019,934.576981486
01021,1092.02093508
01023,1230.28856596
01025,1247.82623717
01027,1025.69678918
01029,974.356955735
01031,1230.27184328
01033,937.537064131
01035,1251.02968779
01037,1071.00211593
01039,1257.38759885
01041,1201.68042347
01043,961.903551639
01045,1219.81677803
01047,1158.21936364
01049,896.288931787
01051,1104.44395548
01053,1288.4557399
01055,946.347032857
01057,1033.63529287
01059,965.297428744
01061,1260.87038546
01063,1132.26670033
01065,1130.06766454
01067,1204.04874084
01069,1244.27790328
01071,868.718056086
01073,1023.217115
01075,1040.76029182
01077,911.41592527
01079,936.516767472
01081,1087.12791952
01083,895.591901148
01085,1165.20783172
01087,1117.3107605
01089,885.82629927
01091,1188.19577414
01093,997.356881274
01095,926.477584252
01097,1364.74764184
01099,1245.71377494
01101,1148.24809972
01103,927.639075333
01105,1131.4126412
01107,1090.79984825
01109,1186.270484
01111,1013.95067913
01113,1118.55217072
01115,989.480384191
01117,1047.33374924
01119,1166.07411039
01121,1022.42313202
01123,1067.93526603
01125,1070.95714865
01127,1011.5511999
01129,1289.3387093
01131,1199.98557677
01133,976.254975576
02013,1791.684175
02016,2973.03843352
02020,802.706939392
02050,1329.85102292
02060,1310.16144276
02068,734.220360177
02070,1316.39874369
02090,556.634205917
02100,318.977248291
02110,233.015331403
02122,990.688904407
02130,142.33132483
02150,1246.803728
02164,1333.65838896
02170,756.458566295
02180,1384.335991
02185,795.999665817
02188,1111.85029448
02201,177.243291309
02220,327.152908195
02232,314.399452057
02240,401.954836904
02261,603.619929067
02270,1414.60627434
02280,202.21867016
02282,548.192379133
02290,790.966442403
04001,1593.21001832
04003,1973.30162799
04005,1515.00113085
04007,1749.88893976
04009,1856.10605757
04011,1832.10372827
04012,1741.17870885
04013,1785.91874172
04015,1519.63788806
04017,1579.65549913
04019,1925.1633953
04021,1840.72263633
04023,1999.68393413
04025,1643.01834719
04027,1847.06796186
05001,1152.24135103
05003,1271.96826569
05005,1049.89687963
05007,1179.90082063
05009,1099.24879166
05011,1269.59294826
05013,1280.98555748
05015,1129.15849969
05017,1239.58533621
05019,1279.02706782
05021,920.078823328
05023,1086.76095242
05025,1233.30906721
05027,1352.60562331
05029,1150.7093012
05031,977.200659527
05033,1230.61547287
05035,1011.74650193
05037,1030.98274655
05039,1254.39358948
05041,1185.81288818
05043,1233.70125881
05045,1136.95231175
05047,1211.9933512
05049,1008.1928812
05051,1234.42197736
05053,1213.59104086
05055,949.180689056
05057,1336.12532752
05059,1243.11618918
05061,1327.90748379
05063,1041.55079374
05065,1036.23362494
05067,1032.14128707
05069,1185.17453209
05071,1178.60128637
05073,1373.48438888
05075,988.564866849
05077,1075.62160958
05079,1201.21940304
05081,1373.96475323
05083,1222.14753864
05085,1142.54876068
05087,1164.58397124
05089,1074.46004717
05091,1385.74772936
05093,948.637550039
05095,1108.40687059
05097,1270.19126005
05099,1319.06176935
05101,1136.86411181
05103,1299.76631158
05105,1191.11931423
05107,1110.75400629
05109,1300.69635783
05111,1001.93053308
05113,1311.49691058
05115,1158.40795192
05117,1116.29601297
05119,1166.68352295
05121,960.175961355
05123,1053.03342198
05125,1199.11428547
05127,1272.22941122
05129,1102.10997416
05131,1261.24204769
05133,1351.18804428
05135,1001.53949519
05137,1069.26464228
05139,1320.0407465
05141,1114.81674169
05143,1202.09632405
05145,1092.61777223
05147,1067.28983541
05149,1218.28391271
06001,1210.21750909
06003,1140.41589855
06005,1141.37760503
06007,992.21003141
06009,1171.00264667
06011,1037.96278262
06013,1179.85545703
06015,743.283805884
06017,1106.55626966
06019,1343.43988509
06021,989.406103924
06023,859.26430951
06025,1820.26775575
06027,1412.08896804
06029,1516.31412011
06031,1414.79598083
06033,1042.68465881
06035,896.00941013
06037,1650.8703068
06039,1292.93886591
06041,1158.30614644
06043,1250.63071281
06045,1001.66441132
06047,1276.27971265
06049,800.930674891
06051,1238.20359287
06053,1372.42272354
06055,1111.15928082
06057,1046.69429853
06059,1718.42381183
06061,1072.94914119
06063,969.822548059
06065,1736.96305212
06067,1129.29252159
06069,1334.74443623
06071,1610.55351007
06073,1808.5484313
06075,1192.69809035
06077,1186.74899614
06079,1478.65432702
06081,1231.66561584
06083,1578.06926675
06085,1259.84216572
06087,1279.44315675
06089,865.963310289
06091,1021.29324803
06093,768.929013192
06095,1141.63112928
06097,1103.75779856
06099,1231.61063359
06101,1059.98015364
06103,933.396796576
06105,868.126100153
06107,1420.24160903
06109,1200.80582833
06111,1614.29365649
06113,1096.62733483
06115,1039.47491685
08001,1081.47552647
08003,1349.0707049
08005,1106.81797665
08007,1390.69122912
08009,1341.58107005
08011,1278.7925316
08013,1069.7525949
08015,1218.47829775
08017,1173.36723401
08019,1113.66232774
08021,1388.03544229
08023,1380.84031718
08025,1247.08610704
08027,1289.56195691
08029,1211.4116888
08031,1100.5341193
08033,1340.92934128
08035,1148.96008516
08037,1119.75987635
08039,1141.60546768
08041,1199.07516297
08043,1251.49197142
08045,1130.20106674
08047,1095.11137119
08049,1064.5303221
08051,1227.8042983
08053,1324.54346551
08055,1329.64621617
08057,1004.41210433
08059,1125.03908459
08061,1224.4167934
08063,1121.62437446
08065,1166.66364928
08067,1385.58542493
08069,1006.25923876
08071,1360.88918398
08073,1169.06485249
08075,972.982644563
08077,1199.89387455
08079,1340.38429029
08081,1025.65620586
08083,1386.83808557
08085,1264.63992284
08087,1033.66818561
08089,1293.71324608
08091,1289.40426479
08093,1176.9150943
08095,976.576590055
08097,1166.32710134
08099,1267.76129333
08101,1271.1718115
08103,1091.8947905
08105,1357.81896159
08107,1026.00617575
08109,1296.77347411
08111,1329.67129389
08113,1310.9360982
08115,946.26321972
08117,1120.34749141
08119,1202.37592034
08121,1058.10234776
08123,1006.9345077
08125,1042.89244939
09001,430.280908544
09003,370.007342734
09005,370.21902598
09007,411.89248351
09009,420.79530418
09011,407.148223741
09013,366.060933452
09015,368.217180639
10001,542.546730413
10003,492.294885746
10005,589.358251747
11001,499.197478508
12001,1383.78895709
12003,1311.57409781
12005,1350.61661177
12007,1353.38921676
12009,1541.41707032
12011,1776.45003569
12013,1327.2445279
12015,1695.635613
12017,1476.66687644
12019,1348.97108122
12021,1779.97821602
12023,1323.85321538
12027,1659.96533539
12029,1397.88105566
12031,1310.63406923
12033,1347.45560688
12035,1407.45421837
12037,1385.78014062
12039,1298.74786374
12041,1379.84255663
12043,1687.81942525
12045,1381.02471706
12047,1295.37753851
12049,1626.34706171
12051,1734.14444944
12053,1507.16516771
12055,1644.15446868
12057,1580.46038522
12059,1285.14947424
12061,1608.61013676
12063,1283.59040841
12065,1309.39516411
12067,1352.37445032
12069,1485.15816914
12071,1730.87964636
12073,1308.60968063
12075,1428.56739043
12077,1337.01540334
12079,1303.96627529
12081,1627.76032568
12083,1436.08234907
12085,1678.77740175
12086,1840.9493451
12087,1838.17131573
12089,1280.30085523
12091,1323.1199161
12093,1641.48522806
12095,1514.01230015
12097,1565.39027916
12099,1726.50903998
12101,1536.70368061
12103,1581.86678779
12105,1575.35709723
12107,1391.5081738
12109,1360.87299411
12111,1645.07735552
12113,1329.16640811
12115,1660.78072835
12117,1495.33555386
12119,1490.40420025
12121,1329.1253564
12123,1352.91957869
12125,1341.71698165
12127,1454.37708012
12129,1344.8059128
12131,1317.83794184
12133,1311.26606015
13001,1154.20324079
