uid,U01DATA,U01OLD,U01NEW,U02DATA,U02OLD,U02NEW,U04DATA,U04OLD,U04NEW,U05DATA,U05OLD,U05NEW,U06DATA,U06OLD,U06NEW,U08DATA,U08OLD,U08NEW,U09DATA,U09OLD,U09NEW,U10DATA,U10OLD,U10NEW,U11DATA,U11OLD,U11NEW,U12DATA,U12OLD,U12NEW,U13DATA,U13OLD,U13NEW,U16DATA,U16OLD,U16NEW,U17DATA,U17OLD,U17NEW,U18DATA,U18OLD,U18NEW,U19DATA,U19OLD,U19NEW,U20DATA,U20OLD,U20NEW,U21DATA,U21OLD,U21NEW,U22DATA,U22OLD,U22NEW,U23DATA,U23OLD,U23NEW,U24DATA,U24OLD,U24NEW,U25DATA,U25OLD,U25NEW,U26DATA,U26OLD,U26NEW,U27DATA,U27OLD,U27NEW,U28DATA,U28OLD,U28NEW,U29DATA,U29OLD,U29NEW,U30DATA,U30OLD,U30NEW,U31DATA,U31OLD,U31NEW,U32DATA,U32OLD,U32NEW,U33DATA,U33OLD,U33NEW,U34DATA,U34OLD,U34NEW,U35DATA,U35OLD,U35NEW,U36DATA,U36OLD,U36NEW,U37DATA,U37OLD,U37NEW,U38DATA,U38OLD,U38NEW,U39DATA,U39OLD,U39NEW,U40DATA,U40OLD,U40NEW,U41DATA,U41OLD,U41NEW,U42DATA,U42OLD,U42NEW,U44DATA,U44OLD,U44NEW,U45DATA,U45OLD,U45NEW,U46DATA,U46OLD,U46NEW,U47DATA,U47OLD,U47NEW,U48DATA,U48OLD,U48NEW,U49DATA,U49OLD,U49NEW,U50DATA,U50OLD,U50NEW,U51DATA,U51OLD,U51NEW,U53DATA,U53OLD,U53NEW,U54DATA,U54OLD,U54NEW,U55DATA,U55OLD,U55NEW,U56DATA,U56OLD,U56NEW,CDATA,COLD,CNEW,MDATA,MOLD,MNEW
U42,128,52.0,73.0,17,0.0,1.0,176,22.0,50.0,139,10.0,15.0,1092,109.0,288.0,204,32.0,35.0,914,1406.0,1417.0,27156,11587.0,11612.0,1032,831.0,847.0,1322,253.0,331.0,1011,155.0,222.0,28,1.0,2.0,1235,350.0,475.0,618,216.0,308.0,386,15.0,24.0,125,15.0,17.0,392,135.0,197.0,110,27.0,37.0,126,71.0,104.0,41056,45013.0,45160.0,1229,1239.0,1263.0,926,966.0,1367.0,338,46.0,60.0,82,9.0,16.0,350,59.0,84.0,12,0.0,1.0,167,9.0,11.0,98,7.0,16.0,122,167.0,176.0,111496,139474.0,139681.0,68,7.0,8.0,36742,37748.0,38176.0,715,584.0,780.0,17,1.0,1.0,14046,31885.0,32607.0,184,15.0,22.0,62,3.0,13.0,1274689,1218413.0,1219363.0,166,249.0,252.0,310,138.0,205.0,37,1.0,1.0,589,124.0,177.0,1034,164.0,211.0,70,11.0,16.0,37,70.0,72.0,3168,4361.0,4491.0,108,11.0,40.0,6533,27174.0,27224.0,359,95.0,133.0,11,0.0,0.0,271,4046.0,62.0,133,801.0,56.0
U44,25,1.0,3.0,0,0.0,0.0,29,1.0,4.0,8,0.0,1.0,84,7.0,18.0,18,0.0,2.0,11315,16164.0,16173.0,11,19.0,22.0,39,9.0,11.0,117,15.0,23.0,35,7.0,11.0,0,0.0,0.0,175,24.0,35.0,0,7.0,15.0,15,0.0,1.0,21,1.0,2.0,66,3.0,5.0,0,1.0,3.0,80,102.0,102.0,117,89.0,111.0,56138,59979.0,60005.0,74,36.0,59.0,33,4.0,5.0,10,0.0,0.0,46,4.0,5.0,0,0.0,0.0,0,1.0,1.0,5,1.0,1.0,200,577.0,578.0,178,564.0,566.0,6,0.0,1.0,653,2958.0,2972.0,19,25.0,45.0,0,0.0,0.0,74,51.0,82.0,6,2.0,2.0,5,0.0,0.0,166,311.0,339.0,102757,91255.0,91277.0,89,7.0,12.0,0,0.0,0.0,37,5.0,7.0,35,8.0,15.0,11,1.0,1.0,52,67.0,67.0,150,49.0,71.0,60,1.0,2.0,40,3.0,10.0,40,5.0,9.0,0,0.0,0.0,14,307.0,5.0,0,64.0,5.0
U45,443,196.0,196.0,87,0.0,0.0,122,0.0,1.0,159,0.0,0.0,366,3.0,11.0,56,0.0,0.0,135,0.0,0.0,36,5.0,5.0,187,14.0,14.0,950,528.0,530.0,21903,35047.0,35051.0,18,0.0,0.0,466,21.0,21.0,182,16.0,16.0,120,0.0,0.0,21,0.0,0.0,265,145.0,145.0,56,1.0,1.0,70,0.0,0.0,347,81.0,81.0,142,0.0,1.0,197,19.0,19.0,124,0.0,0.0,115,0.0,0.0,212,5.0,5.0,0,0.0,0.0,56,0.0,0.0,36,0.0,0.0,12,0.0,0.0,339,13.0,13.0,10,0.0,0.0,597,39.0,41.0,52222,66754.0,66768.0,19,0.0,0.0,545,124.0,124.0,84,0.0,0.0,118,0.0,0.0,437,66.0,66.0,305,0.0,0.0,418204,395141.0,395207.0,7,0.0,0.0,817,1370.0,1371.0,471,4.0,8.0,34,0.0,0.0,8,0.0,0.0,940,455.0,455.0,74,0.0,0.0,79,69.0,69.0,150,0.0,0.0,0,0.0,0.0,78,56.0,0.0,59,81.0,3.0
U46,1,0.0,0.0,3,0.0,0.0,49,0.0,0.0,8,0.0,0.0,152,0.0,0.0,89,180.0,180.0,2,0.0,0.0,0,0.0,0.0,32,0.0,0.0,41,0.0,0.0,30,0.0,0.0,9,0.0,0.0,79,6.0,6.0,43,0.0,0.0,2947,4264.0,4265.0,73,5.0,5.0,14,0.0,0.0,20,0.0,0.0,0,0.0,0.0,26,0.0,0.0,10,0.0,0.0,20,0.0,0.0,1831,3705.0,3708.0,11,0.0,0.0,43,5.0,5.0,54,104.0,104.0,1057,2190.0,2190.0,10,0.0,0.0,0,0.0,0.0,10,0.0,0.0,25,0.0,0.0,20,0.0,0.0,7,0.0,0.0,979,1401.0,1401.0,31,0.0,0.0,21,0.0,0.0,24,0.0,0.0,43,0.0,0.0,0,0.0,0.0,6,0.0,0.0,52014,47168.0,47171.0,3,0.0,0.0,123,0.0,0.0,23,1.0,1.0,14,0.0,0.0,30,0.0,0.0,30,0.0,0.0,0,0.0,0.0,58,5.0,6.0,584,1021.0,1021.0,9,12.0,0.0,13,1.0,0.0
U47,8565,11544.0,11550.0,52,0.0,0.0,119,1.0,3.0,2899,5784.0,5790.0,722,3.0,18.0,188,0.0,0.0,61,0.0,1.0,49,0.0,1.0,263,3.0,3.0,1344,50.0,51.0,13694,12660.0,12663.0,47,0.0,0.0,1201,874.0,874.0,607,1148.0,1148.0,102,5.0,5.0,146,16.0,16.0,25428,38593.0,38597.0,367,146.0,146.0,23,0.0,0.0,222,16.0,17.0,185,1.0,2.0,670,55.0,55.0,242,2.0,2.0,14435,8742.0,8748.0,808,2447.0,2447.0,7,0.0,0.0,128,3.0,3.0,93,0.0,1.0,57,0.0,0.0,282,3.0,3.0,75,0.0,0.0,434,17.0,25.0,4631,14030.0,14032.0,5,0.0,0.0,918,422.0,422.0,200,42.0,42.0,30,0.0,0.0,589,32.0,36.0,9,0.0,0.0,838,1382.0,1383.0,0,0.0,0.0,601721,584325.0,584393.0,1453,88.0,90.0,91,0.0,0.0,27,0.0,0.0,10269,8740.0,8741.0,86,0.0,0.0,200,255.0,255.0,256,14.0,15.0,21,0.0,0.0,92,70.0,0.0,77,106.0,5.0
U48,942,1717.0,2509.0,345,1.0,3.0,1528,777.0,2276.0,7438,8824.0,9249.0,4641,409.0,963.0,1888,1060.0,1604.0,279,20.0,55.0,122,5.0,18.0,475,7.0,18.0,2676,859.0,1937.0,2254,1057.0,1898.0,74,3.0,16.0,2836,1340.0,2241.0,946,487.0,895.0,455,387.0,659.0,1150,2827.0,3203.0,606,449.0,788.0,10560,25990.0,26573.0,88,2.0,9.0,711,57.0,146.0,721,38.0,92.0,1184,200.0,478.0,860,183.0,348.0,1046,3008.0,3482.0,1835,3221.0,4038.0,104,2.0,8.0,727,372.0,591.0,438,33.0,80.0,58,5.0,11.0,974,64.0,171.0,7885,5809.0,11093.0,1642,151.0,355.0,1089,157.0,445.0,66,3.0,13.0,1580,319.0,741.0,5853,33039.0,33684.0,249,14.0,27.0,1125,115.0,318.0,89,4.0,14.0,558,135.0,348.0,125,32.0,60.0,1949,1827.0,2557.0,1865420,1794398.0,1820662.0,366,37.0,104.0,5,0.0,3.0,1270,58.0,198.0,670,24.0,65.0,114,15.0,67.0,672,209.0,403.0,225,13.0,30.0,487,314.0,6.0,8296,52465.0,5992.0
U49,9,0.0,1.0,92,0.0,0.0,1432,2130.0,2133.0,31,1.0,3.0,1718,2479.0,2490.0,845,7279.0,7283.0,37,0.0,0.0,14,0.0,0.0,47,0.0,0.0,151,0.0,2.0,150,0.0,2.0,825,6992.0,6992.0,116,17.0,30.0,74,1.0,3.0,22,2.0,6.0,52,9.0,12.0,38,1.0,1.0,17,0.0,3.0,14,0.0,0.0,56,0.0,0.0,79,0.0,0.0,94,3.0,8.0,127,11.0,19.0,11,0.0,0.0,72,12.0,15.0,108,662.0,662.0,125,30.0,32.0,2046,4180.0,4181.0,0,0.0,0.0,57,0.0,0.0,204,575.0,575.0,196,0.0,4.0,50,0.0,0.0,10,0.0,1.0,158,3.0,5.0,85,10.0,16.0,202,223.0,224.0,80,0.0,2.0,0,0.0,0.0,60,0.0,0.0,12,23.0,23.0,64,1.0,5.0,371,62.0,89.0,159786,141487.0,141529.0,0,0.0,0.0,112,0.0,1.0,214,145.0,152.0,13,0.0,0.0,29,3.0,4.0,624,3650.0,3651.0,41,92.0,1.0,77,201.0,12.0
U50,4,0.0,0.0,0,0.0,0.0,46,0.0,0.0,2,0.0,0.0,138,0.0,0.0,32,0.0,0.0,454,49.0,77.0,5,0.0,0.0,24,0.0,0.0,106,0.0,0.0,54,0.0,0.0,0,0.0,0.0,78,0.0,0.0,5,0.0,0.0,0,0.0,0.0,3,0.0,0.0,14,0.0,0.0,2,0.0,0.0,163,83.0,313.0,47,0.0,0.0,2890,941.0,1159.0,33,0.0,0.0,12,0.0,0.0,6,0.0,0.0,19,0.0,0.0,15,0.0,0.0,3,0.0,0.0,2,0.0,0.0,13280,7394.0,8186.0,221,2.0,10.0,3,0.0,0.0,2680,4708.0,5888.0,61,0.0,0.0,0,0.0,0.0,33,0.0,0.0,0,0.0,0.0,11,0.0,0.0,124,0.0,1.0,48,11.0,17.0,35,0.0,0.0,0,0.0,0.0,21,0.0,0.0,78,0.0,0.0,25,0.0,0.0,45555,45558.0,50509.0,125,0.0,0.0,11,0.0,0.0,4,0.0,0.0,11,0.0,0.0,10,0.0,0.0,179,7784.0,343.0,4,2.0,0.0
U51,296,42.0,58.0,5,0.0,1.0,226,10.0,33.0,186,10.0,14.0,1211,68.0,166.0,204,15.0,20.0,341,362.0,366.0,316,2949.0,2950.0,191253,87841.0,87889.0,1772,169.0,224.0,1199,149.0,191.0,11,1.0,2.0,864,184.0,238.0,187,115.0,152.0,64,10.0,14.0,67,8.0,10.0,1760,5357.0,5381.0,248,20.0,28.0,137,20.0,27.0,61101,146103.0,146190.0,559,307.0,350.0,447,277.0,345.0,274,22.0,31.0,129,11.0,14.0,307,36.0,46.0,17,0.0,1.0,69,5.0,7.0,198,4.0,9.0,84,36.0,43.0,1491,5266.0,5268.0,71,4.0,6.0,2108,3547.0,3557.0,19355,44502.0,44514.0,22,1.0,1.0,710,1011.0,1051.0,139,10.0,13.0,71,3.0,7.0,2346,16489.0,16501.0,137,59.0,66.0,992,354.0,375.0,0,1.0,1.0,12246,10290.0,10316.0,1407,99.0,134.0,56,6.0,9.0,6,13.0,18.0,1485763,1437062.0,1437366.0,238,7.0,20.0,5852,28670.0,28675.0,160,46.0,65.0,23,0.0,0.0,110,872.0,9.0,64,503.0,34.0
U53,65,8.0,16.0,2684,29.0,48.0,489,324.0,456.0,43,18.0,27.0,4091,8895.0,15739.0,423,371.0,515.0,31,3.0,10.0,2,1.0,3.0,136,1.0,3.0,405,12.0,38.0,324,13.0,22.0,9277,8822.0,10528.0,485,188.0,264.0,97,45.0,58.0,28,47.0,80.0,109,60.0,96.0,210,6.0,13.0,62,16.0,28.0,2,0.0,0.0,100,12.0,21.0,86,6.0,19.0,255,80.0,124.0,294,161.0,249.0,43,3.0,6.0,224,84.0,129.0,389,1222.0,2124.0,109,48.0,84.0,345,880.0,1649.0,29,0.0,1.0,223,9.0,38.0,63,84.0,123.0,423,33.0,73.0,109,5.0,17.0,60,34.0,54.0,228,51.0,82.0,93,60.0,114.0,62788,67435.0,74979.0,245,20.0,58.0,23,0.0,3.0,56,1.0,7.0,23,30.0,54.0,175,21.0,34.0,775,304.0,418.0,401,829.0,1512.0,15,0.0,0.0,386,3.0,9.0,414933,381547.0,390525.0,33,0.0,1.0,174,100.0,151.0,67,115.0,213.0,993,28966.0,683.0,109,782.0,48.0
U54,82,0.0,0.0,17,0.0,0.0,58,0.0,0.0,42,0.0,0.0,56,0.0,0.0,42,0.0,0.0,50,0.0,0.0,18,6.0,6.0,1350,55.0,55.0,247,0.0,0.0,314,0.0,0.0,20,0.0,0.0,192,2.0,3.0,289,4.0,4.0,33,0.0,0.0,44,0.0,0.0,4857,8112.0,8113.0,10,0.0,0.0,7,0.0,0.0,19070,15379.0,15382.0,26,0.0,0.0,140,11.0,12.0,91,0.0,0.0,38,0.0,0.0,48,0.0,0.0,9,0.0,0.0,62,0.0,0.0,12,0.0,0.0,3,0.0,0.0,274,12.0,12.0,9,0.0,0.0,188,10.0,10.0,843,238.0,238.0,0,0.0,0.0,17514,20778.0,20780.0,58,0.0,0.0,13,0.0,0.0,8849,9640.0,9640.0,2,0.0,0.0,178,4.0,4.0,10,0.0,0.0,316,118.0,118.0,231,0.0,0.0,3,0.0,0.0,4,0.0,0.0,24516,17292.0,17292.0,62,0.0,0.0,144880,152545.0,152553.0,117,0.0,0.0,18,0.0,0.0,52,32.0,0.0,5,7.0,0.0
U55,81,18.0,24.0,38,0.0,0.0,166,5.0,6.0,66,10.0,20.0,450,23.0,46.0,123,5.0,7.0,56,11.0,14.0,0,5.0,6.0,32,5.0,6.0,365,21.0,33.0,151,25.0,39.0,25,0.0,0.0,41603,83574.0,83618.0,420,1733.0,1741.0,4300,6228.0,6239.0,48,22.0,28.0,145,98.0,124.0,78,4.0,4.0,21,1.0,1.0,100,42.0,53.0,111,13.0,21.0,5458,24369.0,24384.0,44096,29874.0,29892.0,28,3.0,3.0,236,187.0,216.0,24,0.0,0.0,127,21.0,30.0,76,1.0,3.0,16,2.0,2.0,211,42.0,51.0,34,1.0,1.0,219,125.0,162.0,110,37.0,45.0,68,4.0,5.0,401,838.0,875.0,54,8.0,10.0,37,1.0,2.0,324,150.0,194.0,9,1.0,3.0,81,11.0,16.0,94,7.0,7.0,115,67.0,93.0,333,26.0,34.0,34,1.0,2.0,17,0.0,1.0,107,34.0,53.0,150,5.0,6.0,2,22.0,28.0,600436,550576.0,550684.0,14,0.0,0.0,59,573.0,5.0,43,139.0,7.0
U56,17,0.0,0.0,77,0.0,0.0,71,0.0,0.0,11,0.0,0.0,206,0.0,0.0,2022,2728.0,2728.0,0,0.0,0.0,0,0.0,0.0,17,0.0,0.0,11,0.0,0.0,65,0.0,0.0,277,1153.0,1153.0,32,0.0,0.0,16,0.0,0.0,43,0.0,0.0,118,1.0,1.0,12,0.0,0.0,11,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,0.0,0.0,26,0.0,0.0,49,0.0,0.0,12,0.0,0.0,60,0.0,0.0,863,968.0,968.0,1055,653.0,653.0,89,0.0,0.0,4,0.0,0.0,21,0.0,0.0,67,1.0,1.0,33,0.0,0.0,22,0.0,0.0,57,2.0,2.0,52,0.0,0.0,57,0.0,0.0,30,0.0,0.0,27,0.0,0.0,0,0.0,0.0,8,0.0,0.0,301,1056.0,1056.0,37,0.0,0.0,218,0.0,0.0,606,2013.0,2013.0,1,0.0,0.0,26,0.0,0.0,63,0.0,0.0,1,0.0,0.0,77,0.0,0.0,11762,9856.0,9856.0,6,3.0,0.0,2,1.0,0.0
