uid,region,name,population,latitude,longitude
M13012,Mexico,Atotonilco el Grande,25423,20.2867,-98.6703
M13013,Mexico,Atotonilco de Tula,24848,20.00893,-99.21949
M13014,Mexico,Calnali,16381,20.89723,-98.58225
M13015,Mexico,Cardonal,16943,20.61307,-99.11699
M13016,Mexico,Cuautepec de Hinojosa,45110,20.03477,-98.30891
M13017,Mexico,Chapantongo,11257,20.28503,-99.41254
M13018,Mexico,Chapulhuacan,20362,21.15944,-98.90281
M13019,Mexico,Chilcuautla,15069,20.33087,-99.2306
M13020,Mexico,Eloxochitlan,3044,20.74807,-98.8067
M13021,Mexico,Emiliano Zapata,12281,19.65478,-98.54669
M13022,Mexico,Epazoyucan,11054,20.01782,-98.63586
M13023,Mexico,Francisco I. Madero,28492,20.24476,-99.08921
M13024,Mexico,Huasca de Ocampo,15308,20.20392,-98.57587
M13025,Mexico,Huautla,23339,21.03139,-98.28669
M13026,Mexico,Huazalingo,11130,20.98139,-98.50808
M13027,Mexico,Huehuetla,25098,20.46058,-98.0764
M13028,Mexico,Huejutla de Reyes,108239,21.14083,-98.4203
M13029,Mexico,Huichapan,38044,20.3753,-99.65089
M13030,Mexico,Ixmiquilpan,75833,20.4828,-99.21949
M13031,Mexico,Jacala de Ledezma,12895,21.00556,-99.19032
M13032,Mexico,Jaltocan,10100,21.13361,-98.53837
M13033,Mexico,Juarez Hidalgo,3207,20.78279,-98.83003
M13034,Mexico,Lolotla,9867,20.84279,-98.71698
M13035,Mexico,Metepec,10200,20.23809,-98.32169
M13036,Mexico,San Agustin Metzquititlan,8803,20.53336,-98.6378
M13037,Mexico,Metztitlan,20599,20.59668,-98.76337
M13038,Mexico,Mineral del Chico,7013,20.21587,-98.73142
M13039,Mexico,Mineral del Monte,12885,20.14032,-98.67198
M13040,Mexico,La Mision,11051,21.09972,-99.12282
M13041,Mexico,Mixquiahuala de Juarez,35065,20.23003,-99.21449
M13042,Mexico,Molango de Escamilla,10769,20.78613,-98.72948
M13043,Mexico,Nicolas Flores,6838,20.76779,-99.15199
M13044,Mexico,Nopala de Villagran,14762,20.25198,-99.6445
M13045,Mexico,Omitlan de Juarez,8022,20.17031,-98.64864
M13046,Mexico,San Felipe Orizatlan,37685,21.17166,-98.60892
M13047,Mexico,Pacula,5583,21.05111,-99.29615
M13048,Mexico,Pachuca de Soto,245208,20.12309,-98.73641
M13049,Mexico,Pisaflores,16530,21.19472,-99.00671
M13050,Mexico,Progreso de Obregon,19041,20.24365,-99.18921
M13051,Mexico,Mineral de la Reforma,42223,20.07282,-98.69642
M13052,Mexico,San Agustin Tlaxiaca,24248,20.11532,-98.88642
M13053,Mexico,San Bartolo Tutotepec,18650,20.4003,-98.20141
M13054,Mexico,San Salvador,28980,20.28448,-99.01364
M13055,Mexico,Santiago de Anaya,13582,20.38197,-98.96365
M13056,Mexico,Santiago Tulantepec de Lugo Guerrero,26254,20.03949,-98.35641
M13057,Mexico,Singuilucan,13269,19.96754,-98.51836
M13058,Mexico,Tasquillo,16648,20.55168,-99.31254
M13059,Mexico,Tecozautla,30970,20.53391,-99.63339
M13060,Mexico,Tenango de Doria,17175,20.33809,-98.22586
M13061,Mexico,Tepeapulco,49539,19.78505,-98.55224
M13062,Mexico,Tepehuacan de Guerrero,25880,21.01389,-98.84337
M13063,Mexico,Tepeji del Rio de Ocampo,67858,19.9045,-99.34172
M13064,Mexico,Tepetitlan,8498,20.18615,-99.38032
M13065,Mexico,Tetepango,8935,20.10282,-99.15726
M13066,Mexico,Villa de Tezontepec,8982,19.88005,-98.82114
M13067,Mexico,Tezontepec de Aldama,38718,20.19309,-99.2731
M13068,Mexico,Tianguistengo,13590,20.72807,-98.62948
M13069,Mexico,Tizayuca,46344,19.84144,-98.98087
M13070,Mexico,Tlahuelilpan,13936,20.13226,-99.23226
M13071,Mexico,Tlahuiltepa,10425,20.92306,-98.95031
M13072,Mexico,Tlanalapa,9839,19.81839,-98.60447
M13073,Mexico,Tlanchinol,32265,20.98834,-98.66031
M13074,Mexico,Tlaxcoapan,22641,20.09143,-99.22171
M13075,Mexico,Tolcayuca,11317,19.95838,-98.9231
M13076,Mexico,Tula de Allende,86840,20.05449,-99.3431
M13077,Mexico,Tulancingo de Bravo,122274,20.08782,-98.37974
M13078,Mexico,Xochiatipan,16977,20.83446,-98.28558
M13079,Mexico,Xochicoatlan,7519,20.7764,-98.67864
M13080,Mexico,Yahualica,20727,20.94973,-98.38224
M13081,Mexico,Zacualtipan de Angeles,24933,20.64446,-98.65337
M13082,Mexico,Zapotlan de Juarez,14888,19.97366,-98.86253
M13083,Mexico,Zempoala,24516,19.91561,-98.67003
M13084,Mexico,Zimapan,37435,20.73751,-99.38227
M14001,Mexico,Acatic,19282,20.77973,-102.90986
M14002,Mexico,Acatlan de Juarez,20236,20.42113,-103.59155
M14003,Mexico,Ahualulco de Mercado,20118,20.70084,-103.97656
M14004,Mexico,Amacueca,5494,20.01087,-103.60043
M14005,Mexico,Amatitan,12509,20.83388,-103.72794
M14006,Mexico,Ameca,56681,20.54835,-104.04767
M14007,Mexico,San Juanito de Escobedo,8610,20.79917,-104.00462
M14008,Mexico,Arandas,76293,20.70556,-102.34429
M14009,Mexico,El Arenal,14523,20.77612,-103.69377
M14010,Mexico,Atemajac de Brizuela,5958,20.13947,-103.72794
M14011,Mexico,Atengo,5394,20.2753,-104.23795
M14012,Mexico,Atenguillo,4318,20.41668,-104.49352
M14013,Mexico,Atotonilco el Alto,51798,20.55057,-102.50874
M14014,Mexico,Atoyac,8697,20.01031,-103.51571
M14015,Mexico,Autlan de Navarro,50846,19.77143,-104.36989
M14016,Mexico,Ayotlan,35432,20.52918,-102.32735
M14017,Mexico,Ayutla,13135,20.12947,-104.34489
M14018,Mexico,La Barca,59086,20.2778,-102.55013
M14019,Mexico,Bolaños,5377,21.8319,-103.78016
M14020,Mexico,Cabo Corrientes,9133,20.32029,-105.32659
M14021,Mexico,Casimiro Castillo,21577,19.60283,-104.43573
M14022,Mexico,Cihuatlan,32019,19.23812,-104.5624
M14023,Mexico,Zapotlan el Grande,90509,19.70338,-103.46293
M14024,Mexico,Cocula,26460,20.36585,-103.82266
M14025,Mexico,Colotlan,17557,22.11467,-103.26682
M14026,Mexico,Concepcion de Buenos Aires,5726,19.97892,-103.26098
M14027,Mexico,Cuautitlan de Garcia Barragan,16097,19.45117,-104.35962
M14028,Mexico,Cuautla,2477,20.20336,-104.40628
M14029,Mexico,Cuquio,17554,20.92833,-103.02375
M14030,Mexico,Chapala,43444,20.29058,-103.18959
M14031,Mexico,Chimaltitan,3926,21.7819,-103.78072
M14032,Mexico,Chiquilistlan,5536,20.08892,-103.86211
M14033,Mexico,Degollado,21044,20.44751,-102.13956
M14034,Mexico,Ejutla,2155,19.90615,-104.16295
M14035,Mexico,Encarnacion de Diaz,46421,21.5247,-102.23734
M14036,Mexico,Etzatlan,17342,20.76528,-104.08101
M14037,Mexico,El Grullo,22499,19.80588,-104.21739
M14038,Mexico,Guachinango,4769,20.57668,-104.38102
M14039,Mexico,Guadalajara,1646319,20.67695,-103.34654
M14040,Mexico,Hostotipaquillo,8659,21.0586,-104.05184
M14041,Mexico,Huejucar,6273,22.35799,-103.21043
M14042,Mexico,Huejuquilla el Alto,9047,22.62826,-103.89795
M14043,Mexico,La Huerta,22827,19.48172,-104.63963
M14044,Mexico,Ixtlahuacan de los Membrillos,21605,20.34891,-103.1921
M14045,Mexico,Ixtlahuacan del Rio,19503,20.86472,-103.23875
M14046,Mexico,Jalostotitlan,28110,21.16887,-102.46569
M14047,Mexico,Jamay,21157,20.29058,-102.70985
M14048,Mexico,Jesus Maria,19842,20.60779,-102.22484
M14049,Mexico,Jilotlan de los Dolores,10280,19.37118,-103.01986
M14050,Mexico,Jocotepec,35713,20.28419,-103.42987
M14051,Mexico,Juanacatlan,11792,20.50946,-103.17099
M14052,Mexico,Juchitlan,5831,20.08392,-104.09795
M14053,Mexico,Lagos de Moreno,128118,21.35636,-101.93372
M14054,Mexico,El Limon,6026,19.82449,-104.15656
M14055,Mexico,Magdalena,18177,20.90694,-103.98017
M14056,Mexico,Santa Maria del Oro,2769,19.58589,-102.90931
M14057,Mexico,La Manzanilla de la Paz,3813,20.00476,-103.15459
M14058,Mexico,Mascota,13873,20.52584,-104.78686
M14059,Mexico,Mazamitla,11004,19.91616,-103.01986
M14060,Mexico,Mexticacan,6974,21.26582,-102.77736
M14061,Mexico,Mezquitic,14614,22.38882,-103.72933
M14062,Mexico,Mixtlan,3938,20.43863,-104.40935
M14063,Mexico,Ocotlan,84200,20.35141,-102.77208
M14064,Mexico,Ojuelos de Jalisco,27230,21.86662,-101.59345
M14065,Mexico,Pihuamo,14115,19.25256,-103.37904
M14066,Mexico,Poncitlan,40827,20.38169,-102.9282
M14067,Mexico,Puerto Vallarta,184728,20.61389,-105.23159
M14068,Mexico,Villa Purificacion,12357,19.71949,-104.6024
M14069,Mexico,Quitupan,11528,19.92727,-102.87625
M14070,Mexico,El Salto,83453,20.51946,-103.17875
M14071,Mexico,San Cristobal de la Barranca,4348,21.04444,-103.42876
M14072,Mexico,San Diego de Alejandria,6384,20.99222,-101.99039
M14073,Mexico,San Juan de los Lagos,55305,21.24637,-102.33124
M14074,Mexico,San Julian,14760,21.01083,-102.17984
M14075,Mexico,San Marcos,3497,20.79194,-104.19601
M14076,Mexico,San Martin de Bolaños,3977,21.6833,-103.81239
M14077,Mexico,San Martin de Hidalgo,27286,20.43529,-103.931
M14078,Mexico,San Miguel el Alto,27666,21.03027,-102.40263
M14079,Mexico,Gomez Farias,12705,19.79477,-103.47765
M14080,Mexico,San Sebastian del Oeste,6577,20.76222,-104.85047
M14081,Mexico,Santa Maria de los Angeles,4204,22.17133,-103.22404
M14082,Mexico,Sayula,30995,19.88338,-103.601
M14083,Mexico,Tala,53616,20.64889,-103.70155
M14084,Mexico,Talpa de Allende,13797,20.38113,-104.82269
M14085,Mexico,Tamazula de Gordiano,41111,19.67617,-103.25403
M14086,Mexico,Tapalpa,15480,19.94559,-103.75849
M14087,Mexico,Tecalitlan,18047,19.46979,-103.30681
M14088,Mexico,Tecolotlan,16074,20.20336,-104.04933
M14089,Mexico,Techaluta de Montenegro,3204,20.07448,-103.55099
M14090,Mexico,Tenamaxtlan,7179,20.21808,-104.16462
M14091,Mexico,Teocaltiche,37999,21.43414,-102.5743
M14092,Mexico,Teocuitatlan de Corona,11817,20.09476,-103.37682
M14093,Mexico,Tepatitlan de Morelos,119197,20.81723,-102.76152
M14094,Mexico,Tequila,35502,20.88333,-103.83711
M14095,Mexico,Teuchitlan,8361,20.68389,-103.84822
M14096,Mexico,Tizapan el Alto,19766,20.15892,-103.04375
M14097,Mexico,Tlajomulco de Zuñiga,123619,20.47335,-103.4471
M14098,Mexico,Tlaquepaque,474178,20.63889,-103.31099
M14099,Mexico,Toliman,9277,19.60228,-103.91461
M14100,Mexico,Tomatlan,34329,19.94142,-105.24909
M14101,Mexico,Tonala,337149,20.62417,-103.24154
M14102,Mexico,Tonaya,5928,19.78643,-103.97155
M14103,Mexico,Tonila,7374,19.40868,-103.54932
M14104,Mexico,Totatiche,5089,21.92773,-103.4435
M14105,Mexico,Tototlan,20034,20.54307,-102.79347
M14106,Mexico,Tuxcacuesco,4024,19.69754,-103.98322
M14107,Mexico,Tuxcueca,6109,20.1542,-103.18486
M14108,Mexico,Tuxpan,33162,19.5545,-103.37598
M14109,Mexico,Union de San Antonio,15664,21.12888,-102.00539
M14110,Mexico,Union de Tula,14054,19.95503,-104.26823
M14111,Mexico,Valle de Guadalupe,5958,21.01083,-102.6168
M14112,Mexico,Valle de Juarez,5758,19.9331,-102.94486
M14113,Mexico,San Gabriel,13736,19.74727,-103.76905
M14114,Mexico,Villa Corona,15936,20.4164,-103.66572
M14115,Mexico,Villa Guerrero,5938,21.98357,-103.59405
M14116,Mexico,Villa Hidalgo,15381,21.67413,-102.5893
M14117,Mexico,Cañadas de Obregon,4407,21.14887,-102.6893
M14118,Mexico,Yahualica de Gonzalez Gallo,23773,21.18221,-102.89098
M14119,Mexico,Zacoalco de Torres,25829,20.22836,-103.56988
M14120,Mexico,Zapopan,1001021,20.72084,-103.39237
M14121,Mexico,Zapotiltic,28981,19.62533,-103.41626
M14122,Mexico,Zapotitlan de Vadillo,6533,19.54783,-103.81349
M14123,Mexico,Zapotlan del Rey,15478,20.46668,-102.92486
M14124,Mexico,Zapotlanejo,53461,20.62278,-103.06875
M15001,Mexico,Acambay,58389,19.95449,-99.8434
M15002,Mexico,Acolman,61250,19.63895,-98.91003
M15003,Mexico,Aculco,38827,20.09893,-99.82728
M15004,Mexico,Almoloya de Alquisiras,15584,18.86454,-99.89394
M15005,Mexico,Almoloya de Juarez,110591,19.36952,-99.75755
M15006,Mexico,Almoloya del Rio,8873,19.15925,-99.48893
M15007,Mexico,Amanalco,21095,19.25257,-100.02006
M15008,Mexico,Amatepec,30141,18.68288,-100.18617
M15009,Mexico,Amecameca,45255,19.12842,-98.76309
M15010,Mexico,Apaxco,23734,19.97393,-99.17032
M15011,Mexico,Atenco,34435,19.55895,-98.91281
M15012,Mexico,Atizapan,8172,19.1762,-99.48893
M15013,Mexico,Atizapan de Zaragoza,467886,19.56173,-99.24726
M15014,Mexico,Atlacomulco,76750,19.79811,-99.87478
M15015,Mexico,Atlautla,25950,19.02786,-98.78087
M15016,Mexico,Axapusco,20516,19.72339,-98.75781
M15017,Mexico,Ayapango,5947,19.12703,-98.80309
M15018,Mexico,Calimaya,35196,19.16147,-99.61755
M15019,Mexico,Capulhuac,28808,19.1923,-99.46505
M15020,Mexico,Coacalco de Berriozabal,252555,19.63395,-99.09338
M15021,Mexico,Coatepec Harinas,35068,18.92426,-99.76894
M15022,Mexico,Cocotitlan,10205,19.23257,-98.86559
M15023,Mexico,Coyotepec,35358,19.77617,-99.20588
M15024,Mexico,Cuautitlan,75836,19.66756,-99.17949
M15025,Mexico,Chalco,217972,19.26535,-98.89781
M15026,Mexico,Chapa de Mota,22828,19.81589,-99.52672
M15027,Mexico,Chapultepec,5735,19.20147,-99.56144
M15028,Mexico,Chiautla,19620,19.54868,-98.88225
M15029,Mexico,Chicoloapan,77579,19.41591,-98.90142
M15030,Mexico,Chiconcuac,17972,19.55895,-98.89281
M15031,Mexico,Chimalhuacan,490772,19.43813,-98.95448
M15032,Mexico,Donato Guerra,28006,19.30896,-100.14256
M15033,Mexico,Ecatepec de Morelos,1622697,19.61034,-99.06031
M15034,Mexico,Ecatzingo,7916,18.95648,-98.75308
M15035,Mexico,Huehuetoca,38458,19.83478,-99.20365
M15036,Mexico,Hueypoxtla,33343,19.90699,-99.07698
M15037,Mexico,Huixquilucan,193468,19.36174,-99.35115
M15038,Mexico,Isidro Fabela,8168,19.5584,-99.41311
M15039,Mexico,Ixtapaluca,297570,19.31924,-98.88253
M15040,Mexico,Ixtapan de la Sal,30529,18.84482,-99.67561
M15041,Mexico,Ixtapan del Oro,6425,19.26202,-100.26313
M15042,Mexico,Ixtlahuaca,115165,19.56951,-99.76727
M15043,Mexico,Xalatlaco,19182,19.18175,-99.41671
M15044,Mexico,Jaltenco,31629,19.74922,-99.09475
M15045,Mexico,Jilotepec,68336,19.95477,-99.53477
M15046,Mexico,Jilotzingo,15086,19.5384,-99.39672
M15047,Mexico,Jiquipilco,56614,19.55618,-99.60811
M15048,Mexico,Jocotitlan,51979,19.70783,-99.787
M15049,Mexico,Joquicingo,10720,19.04925,-99.53144
M15050,Mexico,Juchitepec,18968,19.10036,-98.87948
M15051,Mexico,Lerma,99870,19.28535,-99.51227
M15052,Mexico,Malinalco,21712,18.94898,-99.49505
M15053,Mexico,Melchor Ocampo,37716,19.70533,-99.13948
M15054,Mexico,Metepec,194463,19.25174,-99.60505
M15055,Mexico,Mexicaltzingo,9225,19.2098,-99.58616
M15056,Mexico,Morelos,26971,19.78505,-99.67116
M15057,Mexico,Naucalpan de Juarez,858711,19.4759,-99.2381
M15058,Mexico,Nezahualcoyotl,1225972,19.40063,-98.98921
M15059,Mexico,Nextlalpan,19532,19.74089,-99.07282
M15060,Mexico,Nicolas Romero,269546,19.62562,-99.31449
M15061,Mexico,Nopaltepec,7512,19.78255,-98.71281
M15062,Mexico,Ocoyoacac,49643,19.27285,-99.46226
M15063,Mexico,Ocuilan,25989,18.98009,-99.41671
M15064,Mexico,El Oro,30411,19.80144,-100.13174
M15065,Mexico,Otumba,29097,19.69755,-98.75503
M15066,Mexico,Otzoloapan,5196,19.11758,-100.29534
M15067,Mexico,Otzolotepec,57583,19.43256,-99.55811
M15068,Mexico,Ozumba,23592,19.03981,-98.79392
M15069,Mexico,Papalotla,3469,19.56395,-98.85753
M15070,Mexico,La Paz,212694,19.36119,-98.98032
M15071,Mexico,Polotitlan,11065,20.22365,-99.81506
M15072,Mexico,Rayon,9024,19.14703,-99.58005
M15073,Mexico,San Antonio la Isla,10321,19.1637,-99.56755
M15074,Mexico,San Felipe del Progreso,177287,19.71311,-99.95145
M15075,Mexico,San Martin de las Piramides,19694,19.70339,-98.8342
M15076,Mexico,San Mateo Atenco,59647,19.27091,-99.53366
M15077,Mexico,San Simon de Guerrero,5436,19.02175,-100.00451
M15078,Mexico,Santo Tomas,8592,19.1823,-100.25923
M15079,Mexico,Soyaniquilpan de Juarez,10007,20.01393,-99.53061
M15080,Mexico,Sultepec,27592,18.85787,-99.96562
M15081,Mexico,Tecamac,172813,19.71367,-98.96864
M15082,Mexico,Tejupilco,95032,18.90648,-100.15312
M15083,Mexico,Temamatla,8840,19.20231,-98.87059
M15084,Mexico,Temascalapa,29307,19.82755,-98.90142
M15085,Mexico,Temascalcingo,61974,19.91532,-100.00395
M15086,Mexico,Temascaltepec,31192,19.04397,-100.04173
M15087,Mexico,Temoaya,69306,19.46923,-99.59366
M15088,Mexico,Tenancingo,77531,18.96148,-99.59089
M15089,Mexico,Tenango del Aire,8486,19.15814,-98.85837
M15090,Mexico,Tenango del Valle,65119,19.10314,-99.58922
M15091,Mexico,Teoloyucan,66556,19.74478,-99.18143
M15092,Mexico,Teotihuacan,44653,19.69034,-98.86114
M15093,Mexico,Tepetlaoxtoc,22729,19.57368,-98.82059
M15094,Mexico,Tepetlixpa,16863,19.02647,-98.82086
M15095,Mexico,Tepotzotlan,62280,19.71672,-99.22393
M15096,Mexico,Tequixquiac,28067,19.91004,-99.14504
M15097,Mexico,Texcaltitlan,16370,18.93037,-99.93755
M15098,Mexico,Texcalyacac,3997,19.13175,-99.50171
M15099,Mexico,Texcoco,204102,19.50618,-98.88225
M15100,Mexico,Tezoyuca,18852,19.59201,-98.91281
M15101,Mexico,Tianguistenco,58381,19.1812,-99.46866
M15102,Mexico,Timilpan,14512,19.87338,-99.73617
M15103,Mexico,Tlalmanalco,42507,19.20508,-98.80281
M15104,Mexico,Tlalnepantla de Baz,721415,19.53729,-99.19504
M15105,Mexico,Tlatlaya,36100,18.6176,-100.20757
M15106,Mexico,Toluca,666596,19.29285,-99.65422
M15107,Mexico,Tonatico,11502,18.80176,-99.67005
M15108,Mexico,Tultepec,93277,19.68561,-99.12838
M15109,Mexico,Tultitlan,432141,19.64562,-99.16976
M15110,Mexico,Valle de Bravo,57375,19.19313,-100.1309
M15111,Mexico,Villa de Allende,40164,19.37535,-100.14784
M15112,Mexico,Villa del Carbon,37993,19.72783,-99.46339
M15113,Mexico,Villa Guerrero,50829,18.96065,-99.64033
M15114,Mexico,Villa Victoria,74043,19.43812,-99.9959
M15115,Mexico,Xonacatlan,41402,19.40396,-99.53004
M15116,Mexico,Zacazonapan,3797,19.07342,-100.25534
M15117,Mexico,Zacualpan,16101,18.71788,-99.77672
M15118,Mexico,Zinacantepec,121850,19.28396,-99.73366
M15119,Mexico,Zumpahuacan,15372,18.83704,-99.57894
M15120,Mexico,Zumpango,99774,19.79755,-99.09948
M15121,Mexico,Cuautitlan Izcalli,453298,19.64673,-99.21171
M15122,Mexico,Valle de Chalco Solidaridad,323461,19.2923,-98.9392
M16001,Mexico,Acuitzio,9933,19.49645,-101.33205
M16002,Mexico,Aguililla,19645,18.73621,-102.78791
M16003,Mexico,Alvaro Obregon,19502,19.82338,-101.03843
M16004,Mexico,Angamacutiro,15108,20.15031,-101.70871
M16005,Mexico,Angangueo,10287,19.61783,-100.28563
M16006,Mexico,Apatzingan,117949,19.08869,-102.35123
M16007,Mexico,Aporo,2826,19.66978,-100.40979
M16008,Mexico,Aquila,22152,18.59926,-103.5046
M16009,Mexico,Ario,30584,19.2073,-101.70816
M16010,Mexico,Arteaga,23386,18.35761,-102.28957
M16011,Mexico,Briseñas,9641,20.27141,-102.56235
M16012,Mexico,Buenavista,38188,19.20952,-102.58679
M16013,Mexico,Caracuaro,10351,19.01675,-101.1262
M16014,Mexico,Coahuayana,13974,18.69676,-103.66237
M16015,Mexico,Coalcoman de Vazquez Pallares,21706,18.77759,-103.16042
M16016,Mexico,Coeneo,23221,19.82116,-101.58427
M16017,Mexico,Contepec,30107,19.95393,-100.16368
M16018,Mexico,Copandaro,9151,19.89227,-101.2137
M16019,Mexico,Cotija,21169,19.81004,-102.70513
M16020,Mexico,Cuitzeo,26269,19.96921,-101.14009
M16021,Mexico,Charapan,10898,19.65005,-102.25068
M16022,Mexico,Charo,19169,19.74617,-101.04481
M16023,Mexico,Chavinda,10968,20.00726,-102.45957
M16024,Mexico,Cheran,16243,19.68672,-101.95511
M16025,Mexico,Chilchota,30711,19.84616,-102.1204
M16026,Mexico,Chinicuila,6870,18.75759,-103.36793
M16027,Mexico,Chucandiro,7463,19.90032,-101.33177
M16028,Mexico,Churintzio,7077,20.14976,-102.064
M16029,Mexico,Churumuco,14866,18.66149,-101.64649
M16030,Mexico,Ecuandureo,14915,20.16198,-102.19234
M16031,Mexico,Epitacio Huerta,15923,20.13476,-100.29285
M16032,Mexico,Erongaricuaro,13161,19.58783,-101.72067
M16033,Mexico,Gabriel Zamora,20015,19.15813,-102.05122
M16034,Mexico,Hidalgo,106421,19.69172,-100.55368
M16035,Mexico,La Huacana,34245,18.96314,-101.80649
M16036,Mexico,Huandacareo,11808,19.99004,-101.27566
M16037,Mexico,Huaniqueo,10153,19.89921,-101.50482
M16038,Mexico,Huetamo,45441,18.62705,-100.8973
M16039,Mexico,Huiramba,6711,19.54506,-101.43649
M16040,Mexico,Indaparapeo,16341,19.78783,-100.9687
M16041,Mexico,Irimbo,13260,19.69811,-100.47841
M16042,Mexico,Ixtlan,14393,20.16726,-102.3929
M16043,Mexico,Jacona,54130,19.95699,-102.30373
M16044,Mexico,Jimenez,14430,19.9231,-101.74706
M16045,Mexico,Jiquilpan,36389,19.9942,-102.71763
M16046,Mexico,Juarez,11648,19.31424,-100.43341
M16047,Mexico,Jungapeo,18586,19.4584,-100.49424
M16048,Mexico,Lagunillas,5136,19.56255,-101.41593
M16049,Mexico,Madero,16620,19.39145,-101.27787
M16050,Mexico,Maravatio,69382,19.89338,-100.44285
M16051,Mexico,Marcos Castellanos,11235,19.98587,-103.02459
M16052,Mexico,Lazaro Cardenas,171100,17.95652,-102.21011
M16053,Mexico,Morelia,620532,19.70228,-101.18565
M16054,Mexico,Morelos,10914,20.00338,-101.41455
M16055,Mexico,Mugica,42877,19.02508,-102.09428
M16056,Mexico,Nahuatzen,23221,19.65367,-101.91595
M16057,Mexico,Nocupetaro,8724,19.0437,-101.16258
M16058,Mexico,Nuevo Parangaricutiro,15280,19.41673,-102.12872
M16059,Mexico,Nuevo Urecho,8821,19.16563,-101.86817
M16060,Mexico,Numaran,9703,20.25586,-101.94817
M16061,Mexico,Ocampo,18804,19.58312,-100.33896
M16062,Mexico,Pajacuaran,19688,20.11781,-102.56708
M16063,Mexico,Panindicuaro,18504,19.98366,-101.76122
M16064,Mexico,Paracuaro,23868,19.14646,-102.21983
M16065,Mexico,Paracho,31096,19.642,-102.04789
M16066,Mexico,Patzcuaro,77872,19.51645,-101.60983
M16067,Mexico,Penjamillo,20097,20.10392,-101.93372
M16068,Mexico,Periban,20256,19.51755,-102.41457
M16069,Mexico,La Piedad,84946,20.33919,-102.02511
M16070,Mexico,Purepero,15666,19.9106,-102.00734
M16071,Mexico,Puruandiro,71770,20.08809,-101.51594
M16072,Mexico,Querendaro,13438,19.80977,-100.89425
M16073,Mexico,Quiroga,23893,19.66589,-101.52316
M16074,Mexico,Cojumatlan de Regules,9905,20.11837,-102.85125
M16075,Mexico,Los Reyes,57006,19.59005,-102.47457
M16076,Mexico,Sahuayo,60894,20.05753,-102.7243
M16077,Mexico,San Lucas,19506,18.58899,-100.78757
M16078,Mexico,Santa Ana Maya,13952,20.00727,-101.02119
M16079,Mexico,Salvador Escalante,38331,19.40534,-101.63871
M16080,Mexico,Senguio,17181,19.73283,-100.35229
M16081,Mexico,Susupuato,9085,19.2148,-100.40674
M16082,Mexico,Tacambaro,59192,19.23563,-101.45705
M16083,Mexico,Tancitaro,25670,19.33756,-102.36346
M16084,Mexico,Tangamandapio,26245,19.95643,-102.43318
M16085,Mexico,Tangancicuaro,32821,19.88893,-102.2054
M16086,Mexico,Tanhuato,14413,20.28475,-102.32846
M16087,Mexico,Taretan,13287,19.33395,-101.91845
M16088,Mexico,Tarimbaro,39408,19.79367,-101.17731
M16089,Mexico,Tepalcatepec,24135,19.19007,-102.84485
M16090,Mexico,Tingambato,11742,19.50201,-101.85261
M16091,Mexico,Ting?indin,12833,19.73867,-102.48263
M16092,Mexico,Tiquicheo de Nicolas Romero,16656,18.90064,-100.73758
M16093,Mexico,Tlalpujahua,25392,19.80505,-100.17452
M16094,Mexico,Tlazazalca,8830,19.97059,-102.05595
M16095,Mexico,Tocumbo,11315,19.70255,-102.52068
M16096,Mexico,Tumbiscatio,10153,18.52483,-102.37707
M16097,Mexico,Turicato,36072,19.0537,-101.42066
M16098,Mexico,Tuxpan,23959,19.56673,-100.46285
M16099,Mexico,Tuzantla,18103,19.20646,-100.57508
M16100,Mexico,Tzintzuntzan,12414,19.62839,-101.57899
M16101,Mexico,Tzitzio,11124,19.58561,-100.92315
M16102,Mexico,Uruapan,265699,19.42673,-102.06179
M16103,Mexico,Venustiano Carranza,22512,20.11531,-102.65291
M16104,Mexico,Villamar,20579,20.01948,-102.59652
M16105,Mexico,Vista Hermosa,17687,20.27114,-102.47512
M16106,Mexico,Yurecuaro,26691,20.33752,-102.28346
M16107,Mexico,Zacapu,69700,19.81671,-101.79094
M16108,Mexico,Zamora,161918,19.98559,-102.28346
M16109,Mexico,Zinaparo,4084,20.17198,-101.99762
M16110,Mexico,Zinapecuaro,48917,19.85893,-100.8273
M16111,Mexico,Ziracuaretiro,12879,19.41729,-101.9115
M16112,Mexico,Zitacuaro,138050,19.43812,-100.35896
M16113,Mexico,Jose Sixto Verduzco,26500,20.3028,-101.59705
M17001,Mexico,Amacuzac,16482,18.59927,-99.36976
M17002,Mexico,Atlatlahucan,14708,18.93537,-98.89809
M17003,Mexico,Axochiapan,30436,18.50289,-98.75308
M17004,Mexico,Ayala,69381,18.7651,-98.98364
M17005,Mexico,Coatlan del Rio,9356,18.74593,-99.43365
M17006,Mexico,Cuautla,153329,18.81232,-98.95503
M17007,Mexico,Cuernavaca,338706,18.91926,-99.23449
M17008,Mexico,Emiliano Zapata,57617,18.84009,-99.18449
M17009,Mexico,Huitzilac,15184,19.02897,-99.26754
M17010,Mexico,Jantetelco,13745,18.71733,-98.77531
M17011,Mexico,Jiutepec,170589,18.88232,-99.17614
M17012,Mexico,Jojutla,53351,18.61538,-99.1806
M17013,Mexico,Jonacatepec,13623,18.68344,-98.80281
M17014,Mexico,Mazatepec,8821,18.7276,-99.36199
M17015,Mexico,Miacatlan,23984,18.76927,-99.35977
M17016,Mexico,Ocuituco,15090,18.87343,-98.77364
